rank,holderId,legacyV1Address,etherscanLabel,holderType,isContractAtSnapshot,codeBytesAtSnapshot,v1RawAmount,v1Amount,v2RawAmount,v2Amount,conversionRule,proposedDisposition,dispositionReason,draftThresholdEligible,destinationAddress,addressOverride,addressOverrideProofHash,ownerDecision,ownerDecisionReference,draftBatch,draftIndexInBatch,sourceAllocationId,sourceSafe,status
306,v1-mainnet-0306,0x46ba32d99e6e584178c5a6ca249ea23afad84a47,,EOA_CANDIDATE,False,0,6143400000000,6.143400000000,6143400000000000000,6.143400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
307,v1-mainnet-0307,0xb45b5f644cae8c75906e5d103249c6d82e9bbdac,,EOA_CANDIDATE,False,0,6133300000000,6.133300000000,6133300000000000000,6.133300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
308,v1-mainnet-0308,0x2f6afd21a0ef261ee1e59401f6a8613449530712,,EOA_CANDIDATE,False,0,6133100000000,6.133100000000,6133100000000000000,6.133100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
309,v1-mainnet-0309,0xadea0a59196893357d155b9444d918c2695c3009,,EOA_CANDIDATE,False,0,6131300000000,6.131300000000,6131300000000000000,6.131300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
310,v1-mainnet-0310,0x78056161fbef3fadf9074754810ee120ad5b2444,,EOA_CANDIDATE,False,0,6125700000000,6.125700000000,6125700000000000000,6.125700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
311,v1-mainnet-0311,0x8e2fcac67274207213c0c26404b0289eca3985ed,,EOA_CANDIDATE,False,0,6122200000000,6.122200000000,6122200000000000000,6.122200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
312,v1-mainnet-0312,0x0c12708ba4a1351f028763d326ba17924472dbc2,,EOA_CANDIDATE,False,0,6115200000000,6.115200000000,6115200000000000000,6.115200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
313,v1-mainnet-0313,0x6a6b4a61d88f7a8313584cb03f4ed2ee032ff918,,EOA_CANDIDATE,False,0,6084400000000,6.084400000000,6084400000000000000,6.084400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
314,v1-mainnet-0314,0xf4552494355163c0e51a7c855f4c2830f78beb3b,,EOA_CANDIDATE,False,0,6077500000000,6.077500000000,6077500000000000000,6.077500000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
315,v1-mainnet-0315,0xb9c46dfaa750be083fa46f9f7c7ab66cbfbd3a2f,,EOA_CANDIDATE,False,0,6070300000000,6.070300000000,6070300000000000000,6.070300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
316,v1-mainnet-0316,0xde52eda3d08707c8d04c8cdf6a5d18dd549968c7,,EOA_CANDIDATE,False,0,6041600000000,6.041600000000,6041600000000000000,6.041600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
317,v1-mainnet-0317,0x6900094305b42796cbdef6c856b2735728363959,,EOA_CANDIDATE,False,0,6033300000000,6.033300000000,6033300000000000000,6.033300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
318,v1-mainnet-0318,0x5d100867d76ca56b2ea842e9836c8fb9c3ad9e3b,,EOA_CANDIDATE,False,0,5983900000000,5.983900000000,5983900000000000000,5.983900000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
319,v1-mainnet-0319,0x6b71aab56f94d71be942544c2fc586aadbf288e8,,EOA_CANDIDATE,False,0,5966600000000,5.966600000000,5966600000000000000,5.966600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
320,v1-mainnet-0320,0x49c70ff97851dd9aaf7ea27b850fb2fe975673f7,,EOA_CANDIDATE,False,0,5964700000000,5.964700000000,5964700000000000000,5.964700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
321,v1-mainnet-0321,0xc48e39f3d7005a970d595da2f946c5a6da7b3ea3,,EOA_CANDIDATE,False,0,5938100000000,5.938100000000,5938100000000000000,5.938100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
322,v1-mainnet-0322,0xfd7b5ef33802c90f1dd5306e97efde1d2ebd0f57,,EOA_CANDIDATE,False,0,5934200000000,5.934200000000,5934200000000000000,5.934200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
323,v1-mainnet-0323,0x775e7b30b279a2fb0df6cb46ac2353405ebe0048,,EOA_CANDIDATE,False,0,5925400000000,5.925400000000,5925400000000000000,5.925400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
324,v1-mainnet-0324,0x2354601171ceb8c6f96f94de4ab3634d18177e00,,EOA_CANDIDATE,False,0,5912300000000,5.912300000000,5912300000000000000,5.912300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
325,v1-mainnet-0325,0x6ad2ff41c79cbb938512e6c163ef53705e8862d8,,EOA_CANDIDATE,False,0,5898000000000,5.898000000000,5898000000000000000,5.898000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
326,v1-mainnet-0326,0xfc49695f8d6f2a5405d8d1bf3abe0434608f9fcc,,EOA_CANDIDATE,False,0,5877600000000,5.877600000000,5877600000000000000,5.877600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
327,v1-mainnet-0327,0x32a8e021dbece9b88aedcbc39594cfe375c773ad,,EOA_CANDIDATE,False,0,5860100000000,5.860100000000,5860100000000000000,5.860100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
328,v1-mainnet-0328,0x9ddc97cbebc0803b11b6369105770676a2f3bdee,,EOA_CANDIDATE,False,0,5858200000000,5.858200000000,5858200000000000000,5.858200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
329,v1-mainnet-0329,0xd0495d56a91e11c8cd0bfd12cd124fc0a9f9b94d,,EOA_CANDIDATE,False,0,5850400000000,5.850400000000,5850400000000000000,5.850400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
330,v1-mainnet-0330,0x24a9c76407fc57ac9db434285e4562cea3c0a5f2,,EOA_CANDIDATE,False,0,5830700000000,5.830700000000,5830700000000000000,5.830700000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
331,v1-mainnet-0331,0x33f1c575b537469eafb04d736282719a531c4822,,EOA_CANDIDATE,False,0,5812600000000,5.812600000000,5812600000000000000,5.812600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
332,v1-mainnet-0332,0x5d38b8056a35e8d2859d0c346c58e3fb01916b4e,,EOA_CANDIDATE,False,0,5797000000000,5.797000000000,5797000000000000000,5.797000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
333,v1-mainnet-0333,0x7e2a214a70479fb0a6fd8dd346d46cb7625ed3a0,,EOA_CANDIDATE,False,0,5784900000000,5.784900000000,5784900000000000000,5.784900000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
334,v1-mainnet-0334,0x5b6306043c3407748b47d0463b02abb063420c06,,EOA_CANDIDATE,False,0,5766200000000,5.766200000000,5766200000000000000,5.766200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
335,v1-mainnet-0335,0xf635e0e45b6b72697f2d7bd73aab66cea3aa6706,,EOA_CANDIDATE,False,0,5710600000000,5.710600000000,5710600000000000000,5.710600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
336,v1-mainnet-0336,0xd5c1391ac354ec3e5f7ae924feb2272e3f2dab4d,,EOA_CANDIDATE,False,0,5706200000000,5.706200000000,5706200000000000000,5.706200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
337,v1-mainnet-0337,0xc94cd6b027bcb9a4067c626bb2d605a38d7ae653,,EOA_CANDIDATE,False,0,5695100000000,5.695100000000,5695100000000000000,5.695100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
338,v1-mainnet-0338,0x6b633c53374906bd1ea6511ed3619ff1b6bbec79,,EOA_CANDIDATE,False,0,5691200000000,5.691200000000,5691200000000000000,5.691200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
339,v1-mainnet-0339,0x78a46db1fc712b9fe4f8f11400e1d02f31954816,,EOA_CANDIDATE,False,0,5625300000000,5.625300000000,5625300000000000000,5.625300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
340,v1-mainnet-0340,0xa8329534fdbf4d97513a71ab96d2817ebedf88dd,,EOA_CANDIDATE,False,0,5526600000000,5.526600000000,5526600000000000000,5.526600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
341,v1-mainnet-0341,0x8dfe45fd5d6b0304902117818286b169542bac28,,EOA_CANDIDATE,False,0,5515300000000,5.515300000000,5515300000000000000,5.515300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
342,v1-mainnet-0342,0x2148a3f17d39c255af1bcbf91d536f3369f6feae,,EOA_CANDIDATE,False,0,5512300000000,5.512300000000,5512300000000000000,5.512300000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
343,v1-mainnet-0343,0xdf247051a48ca311b69f12452e84acb3fb47073a,,EOA_CANDIDATE,False,0,5479100000000,5.479100000000,5479100000000000000,5.479100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
344,v1-mainnet-0344,0x08b1c171638ea7b4647d1872ab85116def922d1c,,EOA_CANDIDATE,False,0,5476000000000,5.476000000000,5476000000000000000,5.476000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
